label,handedness,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
hangloose,Left,0.849940299987793,1.0063427686691284,-6.99413192251086e-07,0.7843959927558899,0.9506243467330933,-0.01768634095788002,0.7299462556838989,0.8127779364585876,-0.024781595915555954,0.6938225626945496,0.7163078188896179,-0.035135455429553986,0.6618112325668335,0.6494809985160828,-0.041092678904533386,0.7907548546791077,0.7006312012672424,0.0007936193142086267,0.778472900390625,0.6481661200523376,-0.03245536983013153,0.7775751948356628,0.7384045720100403,-0.05073714256286621,0.7810643911361694,0.8172125220298767,-0.055146947503089905,0.8371235728263855,0.7021648287773132,-0.002740026218816638,0.8228514194488525,0.6449465751647949,-0.044865597039461136,0.8170324563980103,0.7676321864128113,-0.06010570377111435,0.8197230696678162,0.8593494296073914,-0.05830714851617813,0.8831741809844971,0.7175022959709167,-0.011956592090427876,0.8746132254600525,0.6699511408805847,-0.05414198711514473,0.8590182662010193,0.7810661792755127,-0.05640292540192604,0.8522125482559204,0.8708215951919556,-0.04266778379678726,0.9270693063735962,0.7386971116065979,-0.02201223373413086,0.9484124183654785,0.6231694221496582,-0.04385726898908615,0.9641018509864807,0.5528587102890015,-0.04718780145049095,0.9769870042800903,0.4924963414669037,-0.043005187064409256
hangloose,Left,0.845194935798645,0.9576029777526855,-5.18824492701242e-07,0.7714927792549133,0.8648781180381775,-0.00872856192290783,0.7181096076965332,0.7346287369728088,-0.014574509114027023,0.6839718818664551,0.6332942247390747,-0.027783069759607315,0.6555157899856567,0.5621008276939392,-0.03734723478555679,0.7849228978157043,0.6356726288795471,0.018620681017637253,0.7777139544487,0.562169075012207,-0.01598433032631874,0.7810784578323364,0.6453001499176025,-0.03810759633779526,0.7851019501686096,0.7327939867973328,-0.043154940009117126,0.8289901614189148,0.6401006579399109,0.010371137410402298,0.8247972130775452,0.5808188319206238,-0.033267926424741745,0.8232408165931702,0.6911805272102356,-0.05430486425757408,0.8222948908805847,0.7850875854492188,-0.056135062128305435,0.8760889768600464,0.6457849740982056,-0.003515564138069749,0.8748217821121216,0.577912449836731,-0.04326242208480835,0.8624544143676758,0.6878440976142883,-0.04659086838364601,0.8542895317077637,0.7832000851631165,-0.03354218974709511,0.9221294522285461,0.6545438766479492,-0.01822996325790882,0.9499941468238831,0.5295783281326294,-0.036494601517915726,0.9685469269752502,0.4495866894721985,-0.038486991077661514,0.9802361726760864,0.37588953971862793,-0.03299728408455849
hangloose,Left,0.8347054719924927,0.8813400268554688,-5.45974501164892e-07,0.7600927352905273,0.7841830253601074,-0.005891716107726097,0.711335301399231,0.6551182270050049,-0.008230208419263363,0.679481029510498,0.5590718388557434,-0.01826884038746357,0.646817684173584,0.5050898790359497,-0.025308484211564064,0.7739503383636475,0.5643672347068787,0.023005500435829163,0.7699370384216309,0.506697416305542,-0.012390055693686008,0.7792558670043945,0.5931177139282227,-0.034105319529771805,0.7859305739402771,0.6786430478096008,-0.037704113870859146,0.8214388489723206,0.5725431442260742,0.014947385527193546,0.8187021613121033,0.5219342112541199,-0.02817203663289547,0.8184751272201538,0.6277992129325867,-0.04805460572242737,0.8167584538459778,0.7173460721969604,-0.04858173429965973,0.8687055706977844,0.5813764333724976,0.0010120985098183155,0.8699465394020081,0.5317580699920654,-0.041922733187675476,0.8579211831092834,0.6371004581451416,-0.04887544363737106,0.8472453951835632,0.7232191562652588,-0.036894310265779495,0.9131398797035217,0.594258725643158,-0.01280949730426073,0.9418500661849976,0.48073774576187134,-0.031812913715839386,0.9634018540382385,0.4097687602043152,-0.0348392091691494,0.9770467877388,0.34125709533691406,-0.02970237284898758
hangloose,Left,0.8286935091018677,0.8253780007362366,-5.448935667118349e-07,0.7541451454162598,0.7371445894241333,-0.004686843603849411,0.7039427757263184,0.6140834093093872,-0.005624911282211542,0.6738325953483582,0.5183025002479553,-0.01417322363704443,0.6405639052391052,0.4676273763179779,-0.020078962668776512,0.7662537693977356,0.5299882888793945,0.026054110378026962,0.7662087678909302,0.47175079584121704,-0.005814296659082174,0.7742655277252197,0.5520378351211548,-0.025715280324220657,0.7803656458854675,0.629876971244812,-0.029495494440197945,0.8120604157447815,0.5327669382095337,0.018000509589910507,0.8130394220352173,0.475951224565506,-0.022350352257490158,0.8128713369369507,0.5780825018882751,-0.040494028478860855,0.8100265264511108,0.6652020812034607,-0.04047715663909912,0.8576995730400085,0.5381007194519043,0.00432649115100503,0.8578177094459534,0.48700767755508423,-0.035734862089157104,0.8494465351104736,0.5889117121696472,-0.04132862016558647,0.8414604067802429,0.6701563000679016,-0.029463142156600952,0.9016040563583374,0.5498195290565491,-0.009350243024528027,0.9289924502372742,0.4432356655597687,-0.026028472930192947,0.94878751039505,0.3796471357345581,-0.027825914323329926,0.9602553844451904,0.3157871663570404,-0.02277381531894207
hangloose,Left,0.8215923309326172,0.8024877905845642,-5.026030294175143e-07,0.7477632164955139,0.7127299904823303,-0.004460650496184826,0.7002383470535278,0.5952730178833008,-0.006493041291832924,0.6715111136436462,0.49883198738098145,-0.01564962789416313,0.6402814388275146,0.4393898844718933,-0.02205785922706127,0.7594322562217712,0.5143755078315735,0.025200344622135162,0.7604796886444092,0.44738149642944336,-0.0035188577603548765,0.7683126926422119,0.5205904245376587,-0.021805012598633766,0.7725642323493958,0.5931740403175354,-0.025790520012378693,0.8028307557106018,0.515863835811615,0.017436359077692032,0.8066572546958923,0.45703378319740295,-0.020421134307980537,0.8066087365150452,0.5553589463233948,-0.038307372480630875,0.8022041916847229,0.6377396583557129,-0.03951426222920418,0.8461453318595886,0.5221601128578186,0.0044952137395739555,0.8505952954292297,0.4648609161376953,-0.033087022602558136,0.8430184721946716,0.5589243173599243,-0.03856727108359337,0.8338609933853149,0.6345043778419495,-0.028345340862870216,0.8877576589584351,0.5358134508132935,-0.008337310515344143,0.9182078838348389,0.42952829599380493,-0.024346908554434776,0.9372110962867737,0.36500823497772217,-0.026505563408136368,0.9469026923179626,0.2991546392440796,-0.022520797327160835
hangloose,Left,0.8178081512451172,0.7800518870353699,-4.723210338397621e-07,0.7474760413169861,0.697689414024353,-0.009298288263380527,0.6998759508132935,0.5868739485740662,-0.013805817812681198,0.6692376732826233,0.49443408846855164,-0.023640207946300507,0.6394177079200745,0.4332745671272278,-0.03028004802763462,0.7564756870269775,0.50355064868927,0.018995368853211403,0.756463885307312,0.4313395619392395,-0.008568372577428818,0.7646986842155457,0.506285548210144,-0.026486588642001152,0.7693042755126953,0.5799384713172913,-0.03128847852349281,0.7991650104522705,0.5024473071098328,0.013859003782272339,0.803066074848175,0.44349396228790283,-0.021690569818019867,0.8048021197319031,0.5341604948043823,-0.03901821747422218,0.8020108342170715,0.6106937527656555,-0.040986429899930954,0.8415415287017822,0.5066702365875244,0.0031900107860565186,0.848666787147522,0.427670419216156,-0.030680282041430473,0.8419915437698364,0.4852166771888733,-0.039371609687805176,0.8323495388031006,0.5380738973617554,-0.034047890454530716,0.8797519207000732,0.5193108916282654,-0.007589409127831459,0.9106100797653198,0.41775956749916077,-0.023839643225073814,0.9295612573623657,0.3560006618499756,-0.029537051916122437,0.9395144581794739,0.2944321632385254,-0.029060721397399902
hangloose,Left,0.8165603876113892,0.7760804891586304,-4.593664471030934e-07,0.7464901804924011,0.6946967840194702,-0.009901088662445545,0.700197160243988,0.5862376689910889,-0.013749295845627785,0.6709707975387573,0.4933122992515564,-0.023141641169786453,0.6413955092430115,0.4319351315498352,-0.02871997281908989,0.7529482245445251,0.5009227395057678,0.021422632038593292,0.7559723854064941,0.42464274168014526,-0.006287379655987024,0.7647677659988403,0.4939849078655243,-0.023718830198049545,0.7689733505249023,0.5638942122459412,-0.02766498364508152,0.7943103313446045,0.5005935430526733,0.017127297818660736,0.79889976978302,0.44023606181144714,-0.018207430839538574,0.8004956841468811,0.5285884737968445,-0.036206699907779694,0.7974139451980591,0.5998032689094543,-0.03884166106581688,0.8350245952606201,0.5037338137626648,0.007295988965779543,0.8412425518035889,0.44310468435287476,-0.026740213856101036,0.8338077068328857,0.5249845385551453,-0.032401613891124725,0.824368953704834,0.5920908451080322,-0.023970672860741615,0.8734922409057617,0.5131759643554688,-0.0031268855091184378,0.9012280106544495,0.41285189986228943,-0.018551494926214218,0.9186355471611023,0.35049906373023987,-0.022043805569410324,0.9279543161392212,0.2888551354408264,-0.019260184839367867
hangloose,Left,0.8132542371749878,0.7566721439361572,-4.3190206611143367e-07,0.7439073324203491,0.684257984161377,-0.012806747108697891,0.6980111002922058,0.5800462365150452,-0.018318478018045425,0.6684911251068115,0.48824289441108704,-0.028569864109158516,0.6395192742347717,0.42609214782714844,-0.03489465266466141,0.7517557144165039,0.49493053555488586,0.016332393512129784,0.7531008720397949,0.41959038376808167,-0.01187748834490776,0.7613115310668945,0.48956653475761414,-0.0296315997838974,0.7658807635307312,0.5594818592071533,-0.03442901745438576,0.7922177910804749,0.49448105692863464,0.0131065146997571,0.7956660985946655,0.4339295029640198,-0.022970085963606834,0.7962899804115295,0.5200405716896057,-0.04139779880642891,0.7942704558372498,0.5900453329086304,-0.04475235193967819,0.8317902088165283,0.4979998469352722,0.004384201485663652,0.8385715484619141,0.43406373262405396,-0.029937095940113068,0.8293054103851318,0.5126661062240601,-0.035437338054180145,0.8194923996925354,0.5785378217697144,-0.02746557630598545,0.8687858581542969,0.5081799626350403,-0.0051843710243701935,0.8960222601890564,0.4113205671310425,-0.02229795977473259,0.9133292436599731,0.34952324628829956,-0.02698167972266674,0.9240185618400574,0.28830647468566895,-0.025086265057325363
hangloose,Left,0.8046656250953674,0.7372304201126099,-4.1248998172704887e-07,0.7383233308792114,0.6660066843032837,-0.012086925096809864,0.6934794783592224,0.5669323205947876,-0.016857273876667023,0.664204478263855,0.4781189262866974,-0.02652757614850998,0.638369619846344,0.41506195068359375,-0.03250252828001976,0.7464597225189209,0.4843379557132721,0.020596178248524666,0.748686671257019,0.412650465965271,-0.006324480287730694,0.7564932107925415,0.4791490435600281,-0.02377905324101448,0.7616090178489685,0.5465304255485535,-0.02841341122984886,0.7863290309906006,0.4842313528060913,0.01770027168095112,0.7905288934707642,0.42445388436317444,-0.01651235856115818,0.7913193702697754,0.5069822669029236,-0.03477354347705841,0.7901172041893005,0.5739732384681702,-0.038090161979198456,0.8246084451675415,0.48758795857429504,0.009139375761151314,0.8331117033958435,0.4218783378601074,-0.023934273049235344,0.8247309327125549,0.4951883852481842,-0.030177535489201546,0.8158246278762817,0.5574178695678711,-0.022659705951809883,0.860571026802063,0.4980241656303406,-0.00015103492478374392,0.8857268691062927,0.4060651659965515,-0.015756435692310333,0.9019546508789062,0.3486383557319641,-0.019996142014861107,0.912756621837616,0.29162442684173584,-0.01771794632077217
hangloose,Left,0.8031269311904907,0.7237251996994019,-4.0669522149983095e-07,0.7378379702568054,0.6550523638725281,-0.014707366935908794,0.6933572888374329,0.5536035299301147,-0.019751129671931267,0.6638091802597046,0.46172016859054565,-0.02937423065304756,0.6357640027999878,0.40027478337287903,-0.03492649644613266,0.7454186677932739,0.4738474488258362,0.020114712417125702,0.7497804164886475,0.40188828110694885,-0.006433083210140467,0.7567889094352722,0.4702335298061371,-0.02355564571917057,0.7606411576271057,0.5353416204452515,-0.028379466384649277,0.785469651222229,0.47299593687057495,0.01824069209396839,0.7904911041259766,0.4140254557132721,-0.015974031761288643,0.7907318472862244,0.4974808692932129,-0.034258682280778885,0.7887499928474426,0.5632004737854004,-0.0377008281648159,0.8233183026313782,0.47496098279953003,0.010406932793557644,0.831801176071167,0.40324950218200684,-0.02213774435222149,0.8242743015289307,0.47663140296936035,-0.02734920009970665,0.8163464069366455,0.5393052697181702,-0.0194396935403347,0.8584598898887634,0.4841707646846771,0.0013835662975907326,0.8828628063201904,0.39306268095970154,-0.013858509249985218,0.8980466723442078,0.33558398485183716,-0.017798207700252533,0.9088410139083862,0.2785075604915619,-0.015465590171515942
